Specialty,Specialty Code,Package Code,Package Name,Procedure Code,Procedure Name,Procedure Price
"Urology, Obstetrics &","Gynecology, Pediatric",Surgery,SU,S700087,SU075 Urethrovaginal fistula repair SU075A Urethrovaginal fistula repair,30000
"Urology, Pediatric Surgery",SU,S700120,SU076,Urethrorectal fistula repair,SU076A Urethrorectal fistula repair,40000
Urology,SU,S700092,SU077,Open simple prostatetctomy for BPH,SU077A Open simple prostatetctomy for BPH,27500
Urology,SU,S700106,SU078,Radical prostatectomy,SU078A Open,50000
Urology,SU,S700107,SU078,Radical prostatectomy,SU078B Lap.,50000
Urology,SU,S700094,SU079,Holmium Laser Prostatectomy,SU079A Holmium Laser Prostatectomy,40000
Urology,SU,S700093,SU080,"TURP-Transurethral Resection of the Prostate, BPH",SU080A Monopolar,27500
Urology,SU,S700093,SU080,"TURP-Transurethral Resection of the Prostate, BPH",SU080B Bipolar,27500
Urology,SU,S700108,SU081,Transrectal Ultrasound guided prostate biopsy,(minimum 12 core) SU081A Transrectal Ultrasound guided prostate biopsy (minimum 12 core),10000
"Urology, Surgical Oncology",SU,S700133,SU082,Penectomy,SU082A Partial Penectomy,15000
"Urology, Surgical Oncology",SU,S700134,SU082,Penectomy,SU082B Total Penectomy + Perineal Urethrostomy,25000
Urology,SU,S700153,SU083,Surgery for Priapism,SU083A Aspiration,15000
Urology,SU,S700153,SU083,Surgery for Priapism,SU083B Shunt,15000
Urology,SU,New Package,SU084,Surgery for Priaprism - Follow Up,SU084A Surgery for Priaprism - Follow Up,1000
Urology,SU,S700152,SU085,Penile prosthesis insertion,SU085A Penile prosthesis insertion,35000
"Urology, Surgical Oncology,",Pediatric Surgery,SU,S700139,SU086,Orchiectomy SU086A High inguinal,13800
"Urology, Surgical Oncology,",Pediatric Surgery,SU,S700140,SU086,Orchiectomy SU086B Simple,10000
"Urology, Surgical Oncology",SU,S700141,SU087,Bilateral Orchidectomy for hormone ablation,SU087A Bilateral Orchidectomy for hormone ablation,10000
"Urology, Pediatric Surgery",SU,"S700128,",S700129,SU088,Orchiopexy SU088A Orchiopexy with laparoscopy,30000
"Urology, Pediatric Surgery",SU,S700126,SU088,Orchiopexy,SU088B Orchiopexy without laparoscopy - U/L,15000
"Urology, Pediatric Surgery",SU,S700127,SU088,Orchiopexy,SU088C Orchiopexy without laparoscopy - B/L,15000
Urology,SU,"S700148,",S700150,SU089,Surgical Correction of Varicocele SU089A Non Microsurgical,10000
Urology,SU,"S700149,",S700151,SU089,Surgical Correction of Varicocele SU089B Microsurgical,15000
"Urology, Surgical Oncology,",Obstetrics & Gynecology,SU,S700142,SU090,Radical Retroperitoneal lymph node dissection SU090A Open,36500
"Urology, Surgical Oncology,",Obstetrics & Gynecology,SU,S700143,SU090,Radical Retroperitoneal lymph node dissection SU090B Lap.,36500
"Urology, Surgical Oncology",SU,"S700135,",S700136,SU091,Ilio-Inguinal lymphadenectomy SU091A Ilio-Inguinal lymphadenectomy,18500
"Urology, Obstetrics &",Gynecology,SU,New Package,SU092,Hysterectomy as part of VVF / uterovaginal fistula repair SU092A Hysterectomy as part of VVF / uterovaginal fistula repair,5000
Urology,SU,New Package,SU093,PCNL - Follow Up,SU093A PCNL - Follow Up,1200
"Urology, Pediatric Surgery",SU,S700156,SU094,Emergency management of Ureteric stone -,Package for evaluation / investigation (ultrasound + culture) for 3 weeks (medicines). SU094A Emergency management of Ureteric stone - Package for evaluation / investigation (ultrasound + culture) for 3 weeks (medicines).,3500
CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001A Unifocalization of MAPCA,100000
CTVS,SV,S1300024,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001B Isolated Secundum Atrial Septal Defect (ASD) Repair,100000
CTVS,SV,S1300050,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001C Glenn procedure,100000
CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001D Pulmonary Artery Banding,100000
CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001E Systemic - Pulmonary Artery shunt,100000
CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001F Vascular Ring division,100000
CTVS,SV,S1300047,SV001,Surgical Correction of Category - I Congenital,Heart Disease SV001G Coarctation repair,100000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002A ASD closure + Partial Anomalous Venous Drainage Repair,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002B ASD Closure + Mitral procedure,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002C ASD Closure + Tricuspid procedure,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002D ASD Closure + Pulmonary procedure,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002E ASD Closure + Infundibular procedure,120000
CTVS,SV,S1200015,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002F VSD closure,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002G Infundibular PS repair,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002H Valvular PS repair,120000
CTVS,SV,S1300026,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002I Partial AV canal repair,120000
CTVS,SV,S1300026,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002J Intermediate AV canal repair,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002K Atrial septectomy + Glenn,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002L Atrial septectomy + PA Band,120000
Page 24,Consolidated Master,CTVS,SV,New Package,SV002 Surgical Correction of Category - II Congenital Heart Disease SV002M Sinus of Valsalva aneurysm repair with aortic valve procedure,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002N Sinus of Valsalva aneurysm repair without aortic valve procedure,120000
CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital,Heart Disease SV002O Sub-aortic membrane resection,120000
CTVS,SV,S1300031,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003A Ebstien repair,150000
CTVS,SV,S1300036,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003B Double switch operation,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003C Rastelli Procedure,150000
CTVS,SV,S1300032,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003D Fontan procedure,150000
CTVS,SV,S1300029,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003E AP window repair,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003F Arch interruption Repair without VSD closure,150000
CTVS,SV,S1300025,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003G Arch interruption Repair with VSD closure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003H DORV Repair,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003I Supravalvular AS repair,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003J Konno procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003K Norwood procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003L VSD closure + RV - PA conduit,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003M VSD + Aortic procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003N VSD + Mitral procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003O VSD + Tricuspid procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003P VSD + Pulmonary procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003Q VSD + Infundibular procedure,150000
CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003R VSD + Coarctation repair,150000
CTVS,SV,S1300033,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003S TAPVC Repair,150000
CTVS,SV,S1300039,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003T Truncus arteriosus repair,150000
CTVS,SV,S1300027,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003U Tetralogy of Fallot Repair,150000
CTVS,SV,S1300026,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003V Complete  AV canal repair,150000
CTVS,SV,S1300035,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003W Arterial switch operation,150000
CTVS,SV,S1300037,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003X Senning Operation,150000
CTVS,SV,S1300038,SV003,Surgical Correction of Category - III Congenital,Heart Disease SV003Y Mustard Operation,150000
CTVS,SV,S1300001,SV004,"Coronary artery bypass grafting (CABG),","including intra operative balloon pump (if required) SV004A Coronary artery bypass grafting (CABG), including intra operative balloon pump (if required)                       118,100 CTVS SV S1300013, S1300017, S1300018 SV005 Single Valve Procedure SV005A Aortic Valve",119000
CTVS,SV,"S1300011,","S1300015,",S1300016,SV005 Single Valve Procedure SV005B Mitral Valve,119000
CTVS,SV,"S1300012,","S1300019,",S1300020,SV005 Single Valve Procedure SV005C Tricuspid Valve,119000
CTVS,SV,"S1300021,",S1300022,SV006,Double Valve Procedure SV006A Double Valve Procedure,142000
CTVS,SV,New Package,SV007,Triple valve procedure,SV007A Triple valve procedure,170000
CTVS,SV,S1300009,SV008,Closed Mitral Valvotomy including thoracotomy,SV008A Closed Mitral Valvotomy including thoracotomy,57000
CTVS,SV,S1300023,SV009,Ross Procedure,SV009A Ross Procedure,150000
CTVS,SV,S1300030,SV010,Surgery for Hypertrophic Obstructive,Cardiomyopathy (HOCM) SV010A Surgery for Hypertrophic Obstructive Cardiomyopathy (HOCM),111000
CTVS,SV,New Package,SV011,Pericardial window (via thoracotomy),SV011A Pericardial window (via thoracotomy),30000
CTVS,SV,S1300052,SV012,Pericardiectomy,SV012A Pericardiectomy,67000
CTVS,SV,S1300046,SV013,Patent Ductus Arteriosus (PDA) Closure via,thoracotomy SV013A Patent Ductus Arteriosus (PDA) Closure via thoracotomy,57000
CTVS,SV,S1300040,SV014,Aortic Root Replacement Surgery,SV014A Bental Procedure,150000
CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014B Aortic Dissection,150000
CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014C Aortic Aneurysm,150000
CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014D Valve sparing root replacement,150000
CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014E AVR + Root enlargement,150000
"CTVS, General Surgery",SV,S1300041,SV015,Aortic Arch Replacement / Thoracoabdominal,aneurysm Repair using bypass SV015A Aortic Arch Replacement using bypass,150000
"CTVS, General Surgery",SV,New Package,SV015,Aortic Arch Replacement / Thoracoabdominal,aneurysm Repair using bypass SV015B Thoracoabdominal aneurysm Repair using bypass,150000
"CTVS, General Surgery",SV,S1300042,SV016,Aortic Aneurysm Repair,SV016A Aortic Aneurysm Repair using Cardiopulmonary bypass (CPB),120000
"CTVS, General Surgery",SV,New Package,SV016,Aortic Aneurysm Repair,SV016B Aortic Aneurysm Repair using Left Heart Bypass,120000
"CTVS, General Surgery",SV,S1300043,SV016,Aortic Aneurysm Repair,SV016C Aortic Aneurysm Repair without using Cardiopulmonary bypass (CPB),65500
"CTVS, General Surgery",SV,New Package,SV016,Aortic Aneurysm Repair,SV016D Aortic Aneurysm Repair without using Left Heart Bypass,65500
CTVS,SV,S1300092,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017A Aorto Iliac bypass - U/L,64500
CTVS,SV,S1300092,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017B Aorto femoral bypass - U/L,64500
CTVS,SV,S1300079,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017C Aorto Iliac bypass - B/L,64500
CTVS,SV,S1300079,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017D Aorto femoral bypass - B/L,64500
CTVS,SV,S1300044,SV018,Pulmonary Embolectomy / Thromboendarterectomy,SV018A Pulmonary Embolectomy,141000
CTVS,SV,New Package,SV018,Pulmonary Embolectomy / Thromboendarterectomy,SV018B Thromboendarterectomy,141000
CTVS,SV,"S1300080,",S1300081,SV019,Peripheral Arterial Surgeries SV019A Femoro - Femoral Bypass,50000
Page 25,Consolidated Master,CTVS,SV,New Package,SV019 Peripheral Arterial Surgeries SV019B Carotid - endearterectomy,50000
CTVS,SV,S100152,SV019,Peripheral Arterial Surgeries,SV019C Carotid Body Tumor Excision,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019D Thoracic Outlet syndrome Repair,50000
CTVS,SV,S100151,SV019,Peripheral Arterial Surgeries,SV019E Carotid aneurysm repair,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019F Subclavian aneurysm repair,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019G Axillary aneurysm repair,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019H Brachial aneurysm repair,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019I Femoral aneurysm repair,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019J Popliteal aneurysm repair,50000
CTVS,SV,"S1300080,",S1300081,SV019,Peripheral Arterial Surgeries SV019K Femoral - popliteal Bypass,50000
CTVS,SV,S1300082,SV019,Peripheral Arterial Surgeries,SV019L Axillo - Brachial Bypass,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019M Carotio - carotid Bypass,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019N Carotido - subclavian bypass,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019O Carotido - axillary bypass,50000
CTVS,SV,S1300092,SV019,Peripheral Arterial Surgeries,SV019P Axillo - femoral bypass - U/L,50000
CTVS,SV,S1300079,SV019,Peripheral Arterial Surgeries,SV019Q Axillo - femoral bypass - B/L,50000
CTVS,SV,S1300085,SV019,Peripheral Arterial Surgeries,SV019R Aorto - carotid bypass,50000
CTVS,SV,New Package,SV019,Peripheral Arterial Surgeries,SV019S Aorto - subclavian bypass,50000
"CTVS, General Surgery,",Pediatric Surgery,SV,"S1300072,",S1300091,SV020 Thromboembolectomy SV020A Thromboembolectomy,28000
CTVS,SV,New Package,SV021,Peripheral arterial injury repair (without bypass),SV021A Peripheral arterial injury repair (without bypass),30000
"CTVS, Pediatric Surgery",SV,S1300060,SV022,"Thoracotomy, Thoraco Abdominal Approach","SV022A Thoracotomy, Thoraco Abdominal Approach",30000
"CTVS, Pediatric Surgery",SV,S1300054,SV023,Lung surgery including Thoracotomy,SV023A Lung cyst exision,45000
"CTVS, Pediatric Surgery",SV,S100157,SV023,Lung surgery including Thoracotomy,SV023B Decortication,45000
"CTVS, Pediatric Surgery",SV,New Package,SV023,Lung surgery including Thoracotomy,SV023C Hydatid cyst,45000
"CTVS, Pediatric Surgery",SV,New Package,SV023,Lung surgery including Thoracotomy,SV023D Other simple lung procedure excluding lung resection,45000
CTVS,SV,New Package,SV024,Pulmonary Resection,SV024A Pulmonary Resection,70000
"CTVS, General Surgery,",Pediatric Surgery,SV,"S1300061,","S100102,",S100220 SV025 Foreign Body Removal with scope SV025A Foreign Body Removal with scope,20000
"CTVS, Surgical Oncology,",Pediatric Surgery,SV,S1300056,SV026,Surgical Correction of Bronchopleural Fistula SV026A Surgical Correction of Bronchopleural Fistula,65000
"CTVS, General Surgery,",Pediatric Surgery,SV,S1300055,SV027,Space - Occupying Lesion (SOL) mediastinum SV027A Space - Occupying Lesion (SOL) mediastinum,65500
"CTVS, General Surgery,",Pediatric Surgery,SV,S1300066,SV028,"Isolated Intercostal Drainage and Management of ICD, Intercostal Block, Antibiotics & Physiotherapy SV028A Isolated Intercostal Drainage and Management of ICD, Intercostal Block, Antibiotics & Physiotherapy",10000
"CTVS, Pediatric Surgery",SV,S1300059,SV029,Diaphragmatic Repair,SV029A Diaphragmatic Repair,30000
"CTVS, Surgical Oncology",SV,S1300045,SV030,Surgery for Cardiac Tumour,SV030A Surgery for Cardiac Tumour,95000
CTVS,SV,S1300027,SV031,Immediate reoperation (within 5 days),SV031A Tetralogy of Fallot Repair,75000
CTVS,SV,New Package,SV031,Immediate reoperation (within 5 days),SV031B Aortic Valve,59500
CTVS,SV,New Package,SV031,Immediate reoperation (within 5 days),SV031C Mitral Valve,59500
CTVS,SV,New Package,SV031,Immediate reoperation (within 5 days),SV031D Tricuspid Valve,59500
CTVS,SV,New Package,SV031,Immediate reoperation (within 5 days),SV031E Double Valve Procedure,71000
CTVS,SV,New Package,SV031,Immediate reoperation (within 5 days),SV031F Triple valve procedure,85000
CTVS,SV,New Package,SV032,Low Cardiac Output syndrome requiring IABP,insertion post - operatively SV032A Low Cardiac Output syndrome requiring IABP insertion post - operatively,50000
